rank,in_serious_skim_300,in_deep_read_225,in_hostile_prior_100,openalex_id,title,year,authors,venue,url_or_doi,cited_by_count,source_queries,tags,relevance_score,problem_claimed,actual_mechanism_introduced,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,abstract_excerpt
755,no,no,no,https://openalex.org/W4383621304,Actuation of Mobile Microbots: A Review,2023,"Hussein Hussein, Asrar Nabil Damdam, Liangjie Ren, Youssef Obeid Charrouf, Jack Challita, Mahdi Zwain, et al.",Advanced Intelligent Systems,https://doi.org/10.1002/aisy.202300168,57,long term autonomy mobile robot navigation changing environments,semantic | planning,13.8134,Use semantic or object-level structure to support embodied navigation and map reasoning.,semantic/object-level map structure; planner or policy over the represented map.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | semantic labels are stable enough that geometry can be updated around them,route-level cost of stale-map errors | object persistence and affordance dynamics,planner repeatedly commits to stale bottlenecks | semantic persistence masks moved obstacles or closed doors,broad navigation/mapping context,Use semantic activity affordances to predict which old map facts deserve distrust.,"Maturation of robotics research and advances in the miniaturization of machines have contributed to the development of microbots and enabled new technological possibilities and applications. Microbots have a wide range of applications, including the navigation of confined spaces, environmental monitoring, micro‐assembly and manipulation of small objects, and in vivo micro‐surgeries and drug delivery. Actuators are among the most critical components that define the performance of robots. A compre"
756,no,no,no,https://openalex.org/W4381252410,Overview of Multi-Robot Collaborative SLAM from the Perspective of Data Fusion,2023,"Weifeng Chen, Xiyang Wang, Shanping Gao, Guangtao Shang, Chengjun Zhou, Zhenxiong Li, et al.",Machines,https://doi.org/10.3390/machines11060653,34,dynamic SLAM mobile robots map change detection,slam | uncertainty | memory | learning,13.7941,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",SLAM/pose-graph or map-estimation machinery; probabilistic belief or risk model; learned representation or neural memory module.,the cost of being wrong is proportional to local reconstruction error | map update and route choice can be separated without losing optimality | all old observations of a map element should decay at the same rate,change process behind loop closures/map factors | hazard model connecting uncertainty to physical change,locally consistent maps hide task-critical topology changes | high entropy in harmless regions distracts from low-entropy dangerous stale edges,map estimation and localization novelty | uncertainty-aware navigation baseline | learned memory/world-model framing,Separate pose/map estimation confidence from whether a stale spatial fact remains action-worthy.,"In the face of large-scale environmental mapping requirements, through the use of lightweight and inexpensive robot groups to perceive the environment, the multi-robot cooperative (V)SLAM scheme can resolve the individual cost, global error accumulation, computational load, and risk concentration problems faced by single-robot SLAM schemes. Such schemes are robust and stable, form a current research hotspot, and relevant algorithms are being updated rapidly. In order to enable the reader to unde"
757,no,no,no,https://openalex.org/W3212580602,Crossing the Reality Gap: A Survey on Sim-to-Real Transferability of Robot Controllers in Reinforcement Learning,2021,"Erica Salvato, Gianfranco Fenu, Eric Medvet, Felice Andrea Pellegrino",IEEE Access,https://doi.org/10.1109/access.2021.3126658,174,long horizon robot navigation mapping memory,dynamic | learning,13.7930,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",change handling or dynamic-object filtering; learned representation or neural memory module.,negative evidence from not seeing an obstacle should be interpreted locally | human activity can be approximated as uniform noise in map cells | environment changes are locally independent once the map cell or edge is represented,deployment-time map dynamics,unobserved reachable changes invalidate an old shortcut,generic dynamic-environment handling | learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"The growing demand for robots able to act autonomously in complex scenarios has widely accelerated the introduction of Reinforcement Learning (RL) in robots control applications. However, the trial and error intrinsic nature of RL may result in long training time on real robots and, moreover, it may lead to dangerous outcomes. While simulators are useful tools to accelerate RL training and to ensure safety, they often are provided only with an approximated model of robot dynamics and of its inte"
758,no,no,no,https://openalex.org/W4297985168,Recent advancements of robotics in construction,2022,"Bo Xiao, Chen Chen, Xianfei Yin",Automation in Construction,https://doi.org/10.1016/j.autcon.2022.104591,176,dynamic SLAM mobile robots map change detection | long term autonomy mobile robot navigation changing environments,memory | learning,13.7480,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",learned representation or neural memory module.,learned memory modules implicitly discover when to forget spatial facts | all old observations of a map element should decay at the same rate | map memory can be trusted or discounted as a monotone function of elapsed time,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"In the past two decades, robotics in construction (RiC) has become an interdisciplinary research field that integrates a large number of urgent technologies (e.g., additive manufacturing, deep learning, building information modelling (BIM)), resulting in the related literature being both fragmented and vast. This paper has explored the advances in RiC in the past two decades using a mixed quantitative-qualitative review method. Initially, 940 related articles (170 journal articles and 770 confer"
759,no,no,no,https://openalex.org/W2019738489,A survey on coverage path planning for robotics,2013,"Enric Galceran, Marc Carreras",Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2013.09.004,1514,dynamic SLAM mobile robots map change detection,planning,13.7304,Contribute to robot navigation or mapping around: A survey on coverage path planning for robotics.,planner or policy over the represented map.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,
760,no,no,no,https://openalex.org/W3093827093,Robots in Groups and Teams,2020,"Sarah Sebo, Brett Stoll, Brian Scassellati, Malte Jung",Proceedings of the ACM on Human-Computer Interaction,https://doi.org/10.1145/3415247,142,long term autonomy mobile robot navigation changing environments,dynamic,13.7053,Contribute to robot navigation or mapping around: Robots in Groups and Teams.,change handling or dynamic-object filtering.,change probability is a property of places rather than of unobserved interventions that could have reached them | negative evidence from not seeing an obstacle should be interpreted locally | map memory can be trusted or discounted as a monotone function of elapsed time,deployment-time map dynamics,unobserved reachable changes invalidate an old shortcut,generic dynamic-environment handling,Explain when old spatial memory should be distrusted during embodied operation.,"Autonomous robots are increasingly placed in contexts that require them to interact with groups of people rather than just a single individual. Interactions with groups of people introduce nuanced challenges for robots, since robots? actions influence both individual group members and complex group dynamics. We review the unique roles robots can play in groups, finding that small changes in their nonverbal behavior and personality impacts group behavior and, by extension, influences ongoing inte"
761,no,no,no,https://openalex.org/W4401668446,Advancements and Challenges in Mobile Robot Navigation: A Comprehensive Review of Algorithms and Potential for Self-Learning Approaches,2024,"Suaib Al Mahmud, Abdurrahman bin Kamarulariffin, Azhar Mohd Ibrahim, Ahmad Jazlan Haja Mohideen",Journal of Intelligent & Robotic Systems,https://doi.org/10.1007/s10846-024-02149-5,19,lifelong SLAM dynamic environments robot navigation | long term autonomy mobile robot navigation changing environments,planning | learning,13.7010,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",planner or policy over the represented map; learned representation or neural memory module.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"Abstract Mobile robot navigation has been a very popular topic of practice among researchers since a while. With the goal of enhancing the autonomy in mobile robot navigation, numerous algorithms (traditional AI-based, swarm intelligence-based, self-learning-based) have been built and implemented independently, and also in blended manners. Nevertheless, the problem of efficient autonomous robot navigation persists in multiple degrees due to the limitation of these algorithms. The lack of knowled"
762,no,no,no,https://openalex.org/W3121263745,Deep Learning applications for COVID-19,2021,"Connor Shorten, Taghi M. Khoshgoftaar, Borko Furht",Journal Of Big Data,https://doi.org/10.1186/s40537-020-00392-9,350,long horizon robot navigation mapping memory,vision | learning,13.6953,Recognize places and recover localization despite visual appearance changes.,visual place-recognition or appearance-invariant localization; learned representation or neural memory module.,learned memory modules implicitly discover when to forget spatial facts | map memory can be trusted or discounted as a monotone function of elapsed time | environment changes are locally independent once the map cell or edge is represented,physical traversability behind appearance drift,visual relocalization succeeds while the path itself has changed,learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"This survey explores how Deep Learning has battled the COVID-19 pandemic and provides directions for future research on COVID-19. We cover Deep Learning applications in Natural Language Processing, Computer Vision, Life Sciences, and Epidemiology. We describe how each of these applications vary with the availability of big data and how learning tasks are constructed. We begin by evaluating the current state of Deep Learning and conclude with key limitations of Deep Learning for COVID-19 applicat"
763,no,no,no,https://openalex.org/W4386814066,Mobile Structural Health Monitoring Based on Legged Robots,2023,"Kay Smarsly, Kosmas Dragos, Jan Stührenberg, Mathias Worm",Infrastructures,https://doi.org/10.3390/infrastructures8090136,16,long term autonomy mobile robot navigation changing environments,dynamic,13.6804,Contribute to robot navigation or mapping around: Mobile Structural Health Monitoring Based on Legged Robots.,change handling or dynamic-object filtering.,map memory can be trusted or discounted as a monotone function of elapsed time | the robot's own unobserved absence does not create information about likely map changes | negative evidence from not seeing an obstacle should be interpreted locally,deployment-time map dynamics,unobserved reachable changes invalidate an old shortcut,generic dynamic-environment handling,Explain when old spatial memory should be distrusted during embodied operation.,"With the advancements in information, communication, and sensing technologies, structural health monitoring (SHM) has matured into a substantial pillar of infrastructure maintenance. In particular, wireless sensor networks have gradually been incorporated into SHM, leveraging new opportunities towards reduced installation efforts and enhanced flexibility and scalability, as compared to cable-based SHM systems. However, wireless sensor nodes are installed at fixed locations and need to be employe"
764,no,no,no,https://openalex.org/W4402354003,Demonstrating OK-Robot: What Really Matters in Integrating Open-Knowledge Models for Robotics,2024,"Peiqi Liu, Yaswanth Orru, Jay Vakil, Chris Paxton, Nur Muhammad Mahi Shafiullah, Lerrel Pinto",https://doi.org/10.15607/rss.2024.xx.091,https://doi.org/10.15607/rss.2024.xx.091,41,long horizon robot navigation mapping memory,semantic | planning,13.6732,Use semantic or object-level structure to support embodied navigation and map reasoning.,semantic/object-level map structure; planner or policy over the represented map.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | semantic labels are stable enough that geometry can be updated around them,route-level cost of stale-map errors | object persistence and affordance dynamics,planner repeatedly commits to stale bottlenecks | semantic persistence masks moved obstacles or closed doors,broad navigation/mapping context,Use semantic activity affordances to predict which old map facts deserve distrust.,"Remarkable progress has been made in recent years in the fields of vision, language, and robotics.We now have vision models capable of recognizing objects based on language queries, navigation systems that can effectively control mobile systems, and grasping models that can handle a wide range of objects.Despite these advancements, general-purpose applications of robotics still lag behind, even though they rely on these fundamental capabilities of recognition, navigation, and grasping.In this pa"
765,no,no,no,https://openalex.org/W4239338967,Development status and trend of agricultural robot technology,2021,"Yucheng Jin, Jizhan Liu, Zhujie Xu, Shouqi Yuan, Pingping Li, Jizhang Wang",International journal of agricultural and biological engineering,https://doi.org/10.25165/j.ijabe.20211404.6821,147,dynamic SLAM mobile robots map change detection | long horizon robot navigation mapping memory,planning | active,13.6703,Choose sensing or exploration actions that improve map quality for navigation.,planner or policy over the represented map; information-gain driven sensing/exploration.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,sensing-before-acting baseline,Explain when old spatial memory should be distrusted during embodied operation.,"In the face of the contradiction between the increasing demand for agricultural products and the sharp reduction of agricultural resources and labor force, agricultural robot technology is developing explosively on the basis of decades of technical and industrial exploration. In view of the complexity and particularity of the development of agricultural robot technology, it is of great value to summarize its development characteristics and make reasonable judgments on its development trend. In t"
766,no,no,no,https://openalex.org/W4406975662,Multi-Agent Path Finding Using Conflict-Based Search and Structural-Semantic Topometric Maps,2025,"Scott Fredriksson, Yifan Bai, Akshit Saradagi, George Nikolakopoulos",ArXiv.org,https://doi.org/10.48550/arxiv.2501.17661,1,lifelong SLAM dynamic environments robot navigation,semantic | memory | planning | occupancy,13.6510,Use semantic or object-level structure to support embodied navigation and map reasoning.,semantic/object-level map structure; planner or policy over the represented map; occupancy/traversability grid representation.,environment changes are locally independent once the map cell or edge is represented | all old observations of a map element should decay at the same rate | the same trust policy is appropriate for exploratory detours and mission-critical route edges,route-level cost of stale-map errors | object persistence and affordance dynamics,planner repeatedly commits to stale bottlenecks | semantic persistence masks moved obstacles or closed doors,broad navigation/mapping context,Use semantic activity affordances to predict which old map facts deserve distrust.,"As industries increasingly adopt large robotic fleets, there is a pressing need for computationally efficient, practical, and optimal conflict-free path planning for multiple robots. Conflict-Based Search (CBS) is a popular method for multi-agent path finding (MAPF) due to its completeness and optimality; however, it is often impractical for real-world applications, as it is computationally intensive to solve and relies on assumptions about agents and operating environments that are difficult to"
767,no,no,no,https://openalex.org/W4411089748,A Robust Rotation-Equivariant Feature Extraction Framework for Ground Texture-Based Visual Localization,2025,"Yuezhen Cai, Linyuan Xia, Ting On Chan, Junxia Li, Qianxia Li",Sensors,https://doi.org/10.3390/s25123585,1,lifelong SLAM dynamic environments robot navigation,slam | memory | vision | learning,13.6510,Recognize places and recover localization despite visual appearance changes.,SLAM/pose-graph or map-estimation machinery; visual place-recognition or appearance-invariant localization; learned representation or neural memory module.,map update and route choice can be separated without losing optimality | long-horizon navigation is limited mainly by localization drift | closed-world maps remain valid outside the robot's recent sensor frustum,change process behind loop closures/map factors | physical traversability behind appearance drift,locally consistent maps hide task-critical topology changes | visual relocalization succeeds while the path itself has changed,map estimation and localization novelty | learned memory/world-model framing,Separate pose/map estimation confidence from whether a stale spatial fact remains action-worthy.,"Ground texture-based localization leverages environment-invariant, planar-constrained features to enhance pose estimation robustness, thus offering inherent advantages for seamless localization. However, traditional feature extraction methods struggle with reliable performance under large-scale rotations and texture sparsity in the case of ground texture-based localization. This study addresses these challenges through a learning-based feature extraction framework-Ground Texture Rotation-Equivar"
768,no,no,no,https://openalex.org/W4362500702,A Survey on Navigation Approaches for Automated Guided Vehicle Robots in Dynamic Surrounding,2023,"Muhammad Aizat, Ahmad Azmin, Wan Rahiman",IEEE Access,https://doi.org/10.1109/access.2023.3263734,55,dynamic SLAM mobile robots map change detection | long term autonomy mobile robot navigation changing environments,dynamic | planning,13.6482,Contribute to robot navigation or mapping around: A Survey on Navigation Approaches for Automated Guided Vehicle Robots in Dynamic Surrounding.,change handling or dynamic-object filtering; planner or policy over the represented map.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors,unobserved reachable changes invalidate an old shortcut | planner repeatedly commits to stale bottlenecks,generic dynamic-environment handling,Tie memory distrust to unobserved physical opportunities for change and downstream route consequence.,"Automated Guided Vehicle (AGV) have received a lot of attention in recent years in terms of both hardware and software research. Nowadays, the AGV offer more adaptable and effective industrial and transportation system solutions. An AGV navigation techniques is essential to its operation. The decision to use AGV navigation is not simple, though to be suite to the application and sufficient. This paper survey the navigation approaches applied in AGV in the past five years of published academic re"
769,no,no,no,https://openalex.org/W4388685466,Large Language Models for Robotics: A Survey,2023,"Fanlong Zeng, Wensheng Gan, Huai, Zezheng, Sun, Lichao, Philip S. Yu, Wang, Yongheng, et al.",arXiv (Cornell University),https://doi.org/10.48550/arxiv.2311.07226,36,long horizon robot navigation mapping memory,planning,13.6182,Contribute to robot navigation or mapping around: Large Language Models for Robotics: A Survey.,planner or policy over the represented map.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,"The human ability to learn, generalize, and control complex manipulation tasks through multi-modality feedback suggests a unique capability, which we refer to as dexterity intelligence. Understanding and assessing this intelligence is a complex task. Amidst the swift progress and extensive proliferation of large language models (LLMs), their applications in the field of robotics have garnered increasing attention. LLMs possess the ability to process and generate natural language, facilitating ef"
770,no,no,no,https://openalex.org/W2882979509,Towards a Holistic Approach to Studying Human–Robot Interaction in Later Life,2018,"Oded Zafrani, Galit Nimrod",The Gerontologist,https://doi.org/10.1093/geront/gny077,67,long term autonomy mobile robot navigation changing environments,semantic,13.5825,Use semantic or object-level structure to support embodied navigation and map reasoning.,semantic/object-level map structure.,change probability is a property of places rather than of unobserved interventions that could have reached them | semantic labels are stable enough that geometry can be updated around them | human activity can be approximated as uniform noise in map cells,object persistence and affordance dynamics,semantic persistence masks moved obstacles or closed doors,broad navigation/mapping context,Use semantic activity affordances to predict which old map facts deserve distrust.,"Background and Objectives: Implementation of robotics technology in eldercare depends on successful human-robot interaction (HRI). Relying on a systematic literature review, this article proposes a holistic approach to the study of such interaction. Research Design and Methods: A literature search was carried out in five databases. A Boolean phrase search included the term robot and at least one term referencing older age, leading to an initial corpus of 543 articles. Articles were included in t"
771,no,no,no,https://openalex.org/W2893950494,The Accuracy Comparison of Three Simultaneous Localization and Mapping (SLAM)-Based Indoor Mapping Technologies,2018,"Yuwei Chen, Jian Tang, Changhui Jiang, Lingli Zhu, Matti Lehtomäki, Harri Kaartinen, et al.",Sensors,https://doi.org/10.3390/s18103228,105,dynamic SLAM mobile robots map change detection,slam | memory | active,13.5753,Choose sensing or exploration actions that improve map quality for navigation.,SLAM/pose-graph or map-estimation machinery; information-gain driven sensing/exploration.,map update and route choice can be separated without losing optimality | long-horizon navigation is limited mainly by localization drift | closed-world maps remain valid outside the robot's recent sensor frustum,change process behind loop closures/map factors,locally consistent maps hide task-critical topology changes,map estimation and localization novelty | sensing-before-acting baseline,Separate pose/map estimation confidence from whether a stale spatial fact remains action-worthy.,"The growing interest and the market for indoor Location Based Service (LBS) have been drivers for a huge demand for building data and reconstructing and updating of indoor maps in recent years. The traditional static surveying and mapping methods can't meet the requirements for accuracy, efficiency and productivity in a complicated indoor environment. Utilizing a Simultaneous Localization and Mapping (SLAM)-based mapping system with ranging and/or camera sensors providing point cloud data for th"
772,no,no,no,https://openalex.org/W2919183162,A Hybrid Path-Planning Strategy for Mobile Robots with Limited Sensor Capabilities,2019,"Guilherme Carlos R. de Oliveira, Kevin B. de Carvalho, Alexandre S. Brandão",Sensors,https://doi.org/10.3390/s19051049,12,lifelong SLAM dynamic environments robot navigation,memory | planning,13.5639,Reuse prior spatial experience or map memory for later robot navigation.,planner or policy over the represented map.,map update and route choice can be separated without losing optimality | all old observations of a map element should decay at the same rate | the same trust policy is appropriate for exploratory detours and mission-critical route edges,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,"This paper introduces a strategy for the path planning problem for platforms with limited sensor and processing capabilities. The proposed algorithm does not require any prior information but assumes that a mapping algorithm is used. If enough information is available, a global path planner finds sub-optimal collision-free paths within the known map. For the real time obstacle avoidance task, a simple and cost-efficient local planner is used, making the algorithm a hybrid global and local planni"
773,no,no,no,https://openalex.org/W4378831416,Stereo SLAM in Dynamic Environments using Semantic Segmentation,2023,"Yongbao Ai, Qianchong Sun, Zhipeng Xi, Na Li, J. Dong, Xiang Wang",Preprints.org,https://doi.org/10.20944/preprints202305.2072.v1,4,lifelong SLAM dynamic environments robot navigation,slam | dynamic | semantic | vision,13.5490,Maintain localization and maps when the robot's environment changes over long deployments.,SLAM/pose-graph or map-estimation machinery; change handling or dynamic-object filtering; semantic/object-level map structure; visual place-recognition or appearance-invariant localization.,dynamic objects are nuisance measurements to remove from a static map | change probability is a property of places rather than of unobserved interventions that could have reached them | semantic labels are stable enough that geometry can be updated around them,change process behind loop closures/map factors | object persistence and affordance dynamics | physical traversability behind appearance drift,unobserved reachable changes invalidate an old shortcut | locally consistent maps hide task-critical topology changes | semantic persistence masks moved obstacles or closed doors,map estimation and localization novelty | generic dynamic-environment handling,Separate pose/map estimation confidence from whether a stale spatial fact remains action-worthy.,"As we all know, many more dynamic objects appear almost continuously in real world, which are immensely able to impair the performance of the majority of vision-based SLAM systems that are based on the static-world assumption. In order to improve the robustness and accuracy of visual SLAM in the high dynamic environment, a real-time and robust stereo SLAM system for dynamic scenes was proposed. To weaken influences of dynamic content, the moving object detection method was put forward in our vis"
774,no,no,no,https://openalex.org/W2941460562,Autonomous robotic intracardiac catheter navigation using haptic vision,2019,"Georgios Fagogenis, Margherita Mencattelli, Zurab Machaidze, Benoît Rosa, Karl Price, Fei-En Wu, et al.",Science Robotics,https://doi.org/10.1126/scirobotics.aaw1977,157,long term autonomy mobile robot navigation changing environments,memory | planning,13.5487,Reuse prior spatial experience or map memory for later robot navigation.,planner or policy over the represented map.,the same trust policy is appropriate for exploratory detours and mission-critical route edges | the cost of being wrong is proportional to local reconstruction error | replanning after a failure is an acceptable substitute for modeling stale-map hazard,route-level cost of stale-map errors,planner repeatedly commits to stale bottlenecks,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,"While all minimally invasive procedures involve navigating from a small incision in the skin to the site of the intervention, it has not been previously demonstrated how this can be done autonomously. To show that autonomous navigation is possible, we investigated it in the hardest place to do it - inside the beating heart. We created a robotic catheter that can navigate through the blood-filled heart using wall-following algorithms inspired by positively thigmotactic animals. The catheter emplo"
775,no,no,no,https://openalex.org/W3100366369,An Introduction to Deep Reinforcement Learning,2018,"Vincent François-Lavet, Peter Henderson, Riashat Islam, Marc G. Bellemare, Joëlle Pineau",Foundations and Trends® in Machine Learning,https://doi.org/10.1561/2200000071,1246,long horizon robot navigation mapping memory,occupancy | learning,13.5459,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",learned representation or neural memory module; occupancy/traversability grid representation.,environment changes are locally independent once the map cell or edge is represented | negative evidence from not seeing an obstacle should be interpreted locally | learned memory modules implicitly discover when to forget spatial facts,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"Deep reinforcement learning is the combination of reinforcement learning (RL) and deep learning. This field of research has been able to solve a wide range of complex decision making tasks that were previously out of reach for a machine. Thus, deep RL opens up many new applications in domains such as healthcare, robotics, smart grids, finance, and many more. This manuscript provides an introduction to deep reinforcement learning models, algorithms and techniques. Particular focus is on the aspec"
776,no,no,no,https://openalex.org/W4321479449,Climbing robots for manufacturing,2023,"Bo Tao, Zeyu Gong, Han Ding",National Science Review,https://doi.org/10.1093/nsr/nwad042,62,dynamic SLAM mobile robots map change detection | long horizon robot navigation mapping memory,robotics,13.4993,Contribute to robot navigation or mapping around: Climbing robots for manufacturing.,robot map or navigation representation.,long-horizon navigation is limited mainly by localization drift | closed-world maps remain valid outside the robot's recent sensor frustum | map memory can be trusted or discounted as a monotone function of elapsed time,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,broad navigation/mapping context,Explain when old spatial memory should be distrusted during embodied operation.,"Robotized intelligent manufacturing is a growing trend in the manufacturing of large and complex components in aviation, aerospace, marine engineering and other industries. With their expansive workspaces and flexible deployment, climbing manufacturing robots can create a revolutionary manufacturing paradigm for large and complex components. This paper defines the climbing manufacturing robot based on the application status of climbing robots and then analyzes four key technical requirements: ad"
777,no,no,no,https://openalex.org/W4403526028,Robotic disassembly for end-of-life products focusing on task and motion planning: A comprehensive survey,2024,"Mohammed Eesa Asif, Alireza Rastegarpanah, Rustam Stolkin",Journal of Manufacturing Systems,https://doi.org/10.1016/j.jmsy.2024.09.010,27,long horizon robot navigation mapping memory,semantic | planning,13.4972,Use semantic or object-level structure to support embodied navigation and map reasoning.,semantic/object-level map structure; planner or policy over the represented map.,semantic labels are stable enough that geometry can be updated around them | change probability is a property of places rather than of unobserved interventions that could have reached them | the same trust policy is appropriate for exploratory detours and mission-critical route edges,route-level cost of stale-map errors | object persistence and affordance dynamics,planner repeatedly commits to stale bottlenecks | semantic persistence masks moved obstacles or closed doors,broad navigation/mapping context,Use semantic activity affordances to predict which old map facts deserve distrust.,"The rise of mass production and the resulting accumulation of end-of-life (EoL) products present a growing challenge in waste management and highlight the need for efficient resource recovery. In response to this challenge, robotic disassembly has emerged as a vital tool for the circular economy. Combining accuracy, adaptability, and the potential for handling hazardous materials offers a sustainable solution for dismantling complex EoL objects. This comprehensive survey delves into the motivati"
778,no,no,no,https://openalex.org/W4385383529,"Computational approaches to Explainable Artificial Intelligence: Advances in theory, applications and trends",2023,"J. M. Górriz, I. Álvarez, Agustín Álvarez-Marquina, Juan E. Arco, Martin Atzmueller, Fabricio Ballarini, et al.",Information Fusion,https://doi.org/10.1016/j.inffus.2023.101945,191,long horizon robot navigation mapping memory,learning,13.4333,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",learned representation or neural memory module.,learned memory modules implicitly discover when to forget spatial facts | map memory can be trusted or discounted as a monotone function of elapsed time | human activity can be approximated as uniform noise in map cells,deployment-time map dynamics,long-horizon deployment breaks assumptions not exercised in short trials,learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"Deep Learning (DL), a groundbreaking branch of Machine Learning (ML), has emerged as a driving force in both theoretical and applied Artificial Intelligence (AI). DL algorithms, rooted in complex and non-linear artificial neural systems, excel at extracting high-level features from data. DL has demonstrated human-level performance in real-world tasks, including clinical diagnostics, and has unlocked solutions to previously intractable problems in virtual agent design, robotics, genomics, neuroim"
779,no,no,no,https://openalex.org/W3113251644,Towards Open and Expandable Cognitive AI Architectures for Large-Scale Multi-Agent Human-Robot Collaborative Learning,2021,"Georgios Th. Papadopoulos, Margherita Antona, Constantine Stephanidis",IEEE Access,https://doi.org/10.1109/access.2021.3080517,5,lifelong SLAM dynamic environments robot navigation,dynamic | learning,13.4282,"Learn map, memory, or navigation policies from data instead of hand-engineered map updates.",change handling or dynamic-object filtering; learned representation or neural memory module.,human activity can be approximated as uniform noise in map cells | change probability is a property of places rather than of unobserved interventions that could have reached them | the robot's own unobserved absence does not create information about likely map changes,deployment-time map dynamics,unobserved reachable changes invalidate an old shortcut,generic dynamic-environment handling | learned memory/world-model framing,Expose a mechanism that a learned memory can be tested against under controlled stale-map hazards.,"Learning from Demonstration (LfD) constitutes one of the most robust methodologies for constructing efficient cognitive robotic systems. Despite the large body of research works already reported, current key technological challenges include those of multi-agent learning and long-term autonomy. Towards this direction, a novel cognitive architecture for multi-agent LfD robotic learning is introduced in this paper, targeting to enable the reliable deployment of open, scalable and expandable robotic"
780,no,no,no,https://openalex.org/W3204513052,Adaptive Navigation Algorithm with Deep Learning for Autonomous Underwater Vehicle,2021,"Hui Ma, Xiaokai Mu, Bo He",Sensors,https://doi.org/10.3390/s21196406,14,long horizon robot navigation mapping memory,uncertainty | planning | learning,13.4261,"Plan robot motion when the map, state, or traversability model is uncertain.",probabilistic belief or risk model; planner or policy over the represented map; learned representation or neural memory module.,the cost of being wrong is proportional to local reconstruction error | uncertainty is enough to decide when memory should be distrusted | the same trust policy is appropriate for exploratory detours and mission-critical route edges,route-level cost of stale-map errors | hazard model connecting uncertainty to physical change,high entropy in harmless regions distracts from low-entropy dangerous stale edges | planner repeatedly commits to stale bottlenecks,uncertainty-aware navigation baseline | learned memory/world-model framing,"Model when uncertainty should grow from causal exposure, not just observation age or posterior variance.","Precise navigation is essential for autonomous underwater vehicles (AUVs). The measurement deviation of the navigation sensors, especially the microelectromechanical systems (MEMS) sensors, is a crucial factor that affects the localization accuracy. Deep learning is a novel method to solve this problem. However, the calculation cycle and robustness of the deep learning method may be insufficient in practical application. This paper proposes an adaptive navigation algorithm with deep learning to"
